ID	Name	Useage	KindType	FunctionType	RepresentPos	RepresentID	AppendType	DetachType	BuffType	Level	Intensity	IsStackable	MaxStackNum	Count	Interval	Hide	Exclude	Save	OnStand	OnWalk	OnRun	OnJump	OnSwim	OnFloat	OnSit	OnKnockedDown	OnKnockedBack	OnKnockedOff	OnHalt	OnAutoFly	OnDeath	OnDash	OnPull	OnManaShield	OnFight	OnHorse	OnTerrain	FormationLeader	ScriptFile	GlobalExclude	UniqueTarget	CanCancel	BeginAttrib1	BeginValue1A	BeginValue1B	BeginAttrib2	BeginValue2A	BeginValue2B	BeginAttrib3	BeginValue3A	BeginValue3B	BeginAttrib4	BeginValue4A	BeginValue4B	BeginAttrib5	BeginValue5A	BeginValue5B	BeginAttrib6	BeginValue6A	BeginValue6B	BeginAttrib7	BeginValue7A	BeginValue7B	BeginAttrib8	BeginValue8A	BeginValue8B	BeginAttrib9	BeginValue9A	BeginValue9B	BeginAttrib10	BeginValue10A	BeginValue10B	BeginAttrib11	BeginValue11A	BeginValue11B	BeginAttrib12	BeginValue12A	BeginValue12B	BeginAttrib13	BeginValue13A	BeginValue13B	BeginAttrib14	BeginValue14A	BeginValue14B	BeginAttrib15	BeginValue15A	BeginValue15B	ActiveAttrib1	ActiveValue1A	ActiveValue1B	ActiveAttrib2	ActiveValue2A	ActiveValue2B	EndTimeAttrib1	EndTimeValue1A	EndTimeValue1B	EndTimeAttrib2	EndTimeValue2A	EndTimeValue2B	IsCountable	DecayType	MoveStateMask	MapBanMask	IsOffLineClock	CanAccumulate	SrcDistance	InSprint	InFollow	CancelByUseItem	MapInvalidMask	IsCombatBuff	MinInterval	ClearUnderWater	MoveStateMask2	ShapeShiftInvalid	MaxInterval	ActiveCoefficient	CanBeSteal	NeedSync
793	NPC战斗技能_DEBUFF_一次属性_体质_30	35	None	Normal	Body	0	793	0	Invalid	2	2	0	1	1	480	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	None	Any	Any	Any	0		0	0	0	atVitalityBase	-12	0																																																								-1	4294901758		0			Any	Any				1	0	7	1	41472000	1	0	1
793	NPC战斗技能_DEBUFF_一次属性_体质_30	35	None	Normal	Body	0	793	0	Invalid	3	3	0	1	1	480	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	None	Any	Any	Any	0		0	0	0	atVitalityBase	-18	0																																																								-1	4294901758		0			Any	Any				1	0	7	1	41472000	1	0	1
793	NPC战斗技能_DEBUFF_一次属性_体质_30	35	None	Normal	Body	0	793	0	Invalid	4	4	0	1	1	480	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	None	Any	Any	Any	0		0	0	0	atVitalityBase	-26	0																																																								-1	4294901758		0			Any	Any				1	0	7	1	41472000	1	0	1
793	NPC战斗技能_DEBUFF_一次属性_体质_30	35	None	Normal	Body	0	793	0	Invalid	5	5	0	1	1	480	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	None	Any	Any	Any	0		0	0	0	atVitalityBase	-34	0																																																								-1	4294901758		0			Any	Any				1	0	7	1	41472000	1	0	1
793	NPC战斗技能_DEBUFF_一次属性_体质_30	35	None	Normal	Body	0	793	0	Invalid	6	6	0	1	1	480	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	None	Any	Any	Any	0		0	0	0	atVitalityBase	-46	0																																																								-1	4294901758		0			Any	Any				1	0	7	1	41472000	1	0	1
793	NPC战斗技能_DEBUFF_一次属性_体质_30	35	None	Normal	Body	0	793	0	Invalid	7	7	0	1	1	480	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	None	Any	Any	Any	0		0	0	0	atVitalityBase	-56	0																																																								-1	4294901758		0			Any	Any				1	0	7	1	41472000	1	0	1
793	NPC战斗技能_DEBUFF_一次属性_体质_30	35	None	Normal	Body	0	793	0	Invalid	8	8	0	1	1	480	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	None	Any	Any	Any	0		0	0	0	atVitalityBase	-64	0																																																								-1	4294901758		0			Any	Any				1	0	7	1	41472000	1	0	1
793	NPC战斗技能_DEBUFF_一次属性_体质_30	35	None	Normal	Body	0	793	0	Invalid	9	9	0	1	1	480	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	None	Any	Any	Any	0		0	0	0	atVitalityBase	-74	0																																																								-1	4294901758		0			Any	Any				1	0	7	1	41472000	1	0	1
793	NPC战斗技能_DEBUFF_一次属性_体质_30	35	None	Normal	Body	0	793	0	Invalid	10	10	0	1	1	480	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	None	Any	Any	Any	0		0	0	0	atVitalityBase	-84	0																																																								-1	4294901758		0			Any	Any				1	0	7	1	41472000	1	0	1
793	NPC战斗技能_DEBUFF_一次属性_体质_30	35	None	Normal	Body	0	793	0	Invalid	11	11	0	1	1	480	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	None	Any	Any	Any	0		0	0	0	atVitalityBase	-92	0																																																								-1	4294901758		0			Any	Any				1	0	7	1	41472000	1	0	1
793	NPC战斗技能_DEBUFF_一次属性_体质_30	35	None	Normal	Body	0	793	0	Invalid	12	12	0	1	1	480	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	None	Any	Any	Any	0		0	0	0	atVitalityBase	-102	0																																																								-1	4294901758		0			Any	Any				1	0	7	1	41472000	1	0	1
793	NPC战斗技能_DEBUFF_一次属性_体质_30	35	None	Normal	Body	0	793	0	Invalid	13	13	0	1	1	480	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	None	Any	Any	Any	0		0	0	0	atVitalityBase	-110	0																																																								-1	4294901758		0			Any	Any				1	0	7	1	41472000	1	0	1
793	NPC战斗技能_DEBUFF_一次属性_体质_30	35	None	Normal	Body	0	793	0	Invalid	14	14	0	1	1	480	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	None	Any	Any	Any	0		0	0	0	atVitalityBase	-120	0																																																								-1	4294901758		0			Any	Any				1	0	7	1	41472000	1	0	1
793	NPC战斗技能_DEBUFF_一次属性_体质_30	35	None	Normal	Body	0	793	0	Invalid	15	15	0	1	1	480	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	None	Any	Any	Any	0		0	0	0	atVitalityBase	-130	0																																																								-1	4294901758		0			Any	Any				1	0	7	1	41472000	1	0	1
793	NPC战斗技能_DEBUFF_一次属性_体质_30	35	None	Normal	Body	0	793	0	Invalid	16	16	0	1	1	480	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	None	Any	Any	Any	0		0	0	0	atVitalityBase	-200	0																																																								-1	4294901758		0			Any	Any				1	0	7	1	41472000	1	0	1
793	NPC战斗技能_DEBUFF_一次属性_体质_30	35	None	Normal	Body	0	793	0	Invalid	17	17	0	1	1	480	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	None	Any	Any	Any	0		0	0	0	atVitalityBase	-200	0																																																								-1	4294901758		0			Any	Any				1	0	7	1	41472000	1	0	1
793	NPC战斗技能_DEBUFF_一次属性_体质_30	35	None	Normal	Body	0	793	0	Invalid	18	18	0	1	1	480	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	None	Any	Any	Any	0		0	0	0	atVitalityBase	-210	0																																																								-1	4294901758		0			Any	Any				1	0	7	1	41472000	1	0	1
793	NPC战斗技能_DEBUFF_一次属性_体质_30	35	None	Normal	Body	0	793	0	Invalid	19	19	0	1	1	480	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	None	Any	Any	Any	0		0	0	0	atVitalityBase	-210	0																																																								-1	4294901758		0			Any	Any				1	0	7	1	41472000	1	0	1
793	NPC战斗技能_DEBUFF_一次属性_体质_30	35	None	Normal	Body	0	793	0	Invalid	20	20	0	1	1	480	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	None	Any	Any	Any	0		0	0	0	atVitalityBase	-220	0																																																								-1	4294901758		0			Any	Any				1	0	7	1	41472000	1	0	1
793	NPC战斗技能_DEBUFF_一次属性_体质_30	35	None	Normal	Body	0	793	0	Invalid	21	21	0	1	1	480	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	None	Any	Any	Any	0		0	0	0	atVitalityBase	-230	0																																																								-1	4294901758		0			Any	Any				1	0	7	1	41472000	1	0	1
793	NPC战斗技能_DEBUFF_一次属性_体质_30	35	None	Normal	Body	0	793	0	Invalid	22	22	0	1	1	480	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	None	Any	Any	Any	0		0	0	0	atVitalityBase	-230	0																																																								-1	4294901758		0			Any	Any				1	0	7	1	41472000	1	0	1
793	NPC战斗技能_DEBUFF_一次属性_体质_30	35	None	Normal	Body	0	793	0	Invalid	23	23	0	1	1	480	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	None	Any	Any	Any	0		0	0	0	atVitalityBase	-240	0																																																								-1	4294901758		0			Any	Any				1	0	7	1	41472000	1	0	1
793	NPC战斗技能_DEBUFF_一次属性_体质_30	35	None	Normal	Body	0	793	0	Invalid	24	24	0	1	1	480	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	None	Any	Any	Any	0		0	0	0	atVitalityBase	-250	0																																																								-1	4294901758		0			Any	Any				1	0	7	1	41472000	1	0	1
793	NPC战斗技能_DEBUFF_一次属性_体质_30	35	None	Normal	Body	0	793	0	Invalid	25	25	0	1	1	480	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	None	Any	Any	Any	0		0	0	0	atVitalityBase	-270	0																																																								-1	4294901758		0			Any	Any				1	0	7	1	41472000	1	0	1
793	NPC战斗技能_DEBUFF_一次属性_体质_30	35	None	Normal	Body	0	793	0	Invalid	26	26	0	1	1	480	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	None	Any	Any	Any	0		0	0	0	atVitalityBase	-270	0																																																								-1	4294901758		0			Any	Any				1	0	7	1	41472000	1	0	1
793	NPC战斗技能_DEBUFF_一次属性_体质_30	35	None	Normal	Body	0	793	0	Invalid	27	27	0	1	1	480	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	None	Any	Any	Any	0		0	0	0	atVitalityBase	-280	0																																																								-1	4294901758		0			Any	Any				1	0	7	1	41472000	1	0	1
793	NPC战斗技能_DEBUFF_一次属性_体质_30	35	None	Normal	Body	0	793	0	Invalid	28	28	0	1	1	480	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	None	Any	Any	Any	0		0	0	0	atVitalityBase	-290	0																																																								-1	4294901758		0			Any	Any				1	0	7	1	41472000	1	0	1
793	NPC战斗技能_DEBUFF_一次属性_体质_30	35	None	Normal	Body	0	793	0	Invalid	29	29	0	1	1	480	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	None	Any	Any	Any	0		0	0	0	atVitalityBase	-300	0																																																								-1	4294901758		0			Any	Any				1	0	7	1	41472000	1	0	1
793	NPC战斗技能_DEBUFF_一次属性_体质_30	35	None	Normal	Body	0	793	0	Invalid	30	30	0	1	1	480	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	None	Any	Any	Any	0		0	0	0	atVitalityBase	-300	0																																																								-1	4294901758		0			Any	Any				1	0	7	1	41472000	1	0	1
793	NPC战斗技能_DEBUFF_一次属性_体质_30	35	None	Normal	Body	0	793	0	Invalid	31	31	0	1	1	480	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	None	Any	Any	Any	0		0	0	0	atVitalityBase	-310	0																																																								-1	4294901758		0			Any	Any				1	0	7	1	41472000	1	0	1
793	NPC战斗技能_DEBUFF_一次属性_体质_30	35	None	Normal	Body	0	793	0	Invalid	32	32	0	1	1	480	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	None	Any	Any	Any	0		0	0	0	atVitalityBase	-320	0																																																								-1	4294901758		0			Any	Any				1	0	7	1	41472000	1	0	1
793	NPC战斗技能_DEBUFF_一次属性_体质_30	35	None	Normal	Body	0	793	0	Invalid	33	33	0	1	1	480	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	None	Any	Any	Any	0		0	0	0	atVitalityBase	-320	0																																																								-1	4294901758		0			Any	Any				1	0	7	1	41472000	1	0	1
793	NPC战斗技能_DEBUFF_一次属性_体质_30	35	None	Normal	Body	0	793	0	Invalid	34	34	0	1	1	480	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	None	Any	Any	Any	0		0	0	0	atVitalityBase	-330	0																																																								-1	4294901758		0			Any	Any				1	0	7	1	41472000	1	0	1
793	NPC战斗技能_DEBUFF_一次属性_体质_30	35	None	Normal	Body	0	793	0	Invalid	35	35	0	1	1	480	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	None	Any	Any	Any	0		0	0	0	atVitalityBase	-340	0																																																								-1	4294901758		0			Any	Any				1	0	7	1	41472000	1	0	1
793	NPC战斗技能_DEBUFF_一次属性_体质_30	35	None	Normal	Body	0	793	0	Invalid	36	36	0	1	1	480	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	None	Any	Any	Any	0		0	0	0	atVitalityBase	-350	0																																																								-1	4294901758		0			Any	Any				1	0	7	1	41472000	1	0	1
793	NPC战斗技能_DEBUFF_一次属性_体质_30	35	None	Normal	Body	0	793	0	Invalid	37	37	0	1	1	480	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	None	Any	Any	Any	0		0	0	0	atVitalityBase	-350	0																																																								-1	4294901758		0			Any	Any				1	0	7	1	41472000	1	0	1
793	NPC战斗技能_DEBUFF_一次属性_体质_30	35	None	Normal	Body	0	793	0	Invalid	38	38	0	1	1	480	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	None	Any	Any	Any	0		0	0	0	atVitalityBase	-360	0																																																								-1	4294901758		0			Any	Any				1	0	7	1	41472000	1	0	1
793	NPC战斗技能_DEBUFF_一次属性_体质_30	35	None	Normal	Body	0	793	0	Invalid	39	39	0	1	1	480	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	None	Any	Any	Any	0		0	0	0	atVitalityBase	-370	0																																																								-1	4294901758		0			Any	Any				1	0	7	1	41472000	1	0	1
793	NPC战斗技能_DEBUFF_一次属性_体质_30	35	None	Normal	Body	0	793	0	Invalid	40	40	0	1	1	480	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	None	Any	Any	Any	0		0	0	0	atVitalityBase	-370	0																																																								-1	4294901758		0			Any	Any				1	0	7	1	41472000	1	0	1
794	NPC战斗技能_DEBUFF_一次属性_根骨_30	35	None	Normal	Body	0	794	0	Invalid	1	1	0	1	1	480	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	None	Any	Any	Any	0		0	0	0	atSpiritBase	-6	0																																																								-1	4294901758		0			Any	Any				1	0	7	1	41472000	1	0	1
794	NPC战斗技能_DEBUFF_一次属性_根骨_30	35	None	Normal	Body	0	794	0	Invalid	2	2	0	1	1	480	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	None	Any	Any	Any	0		0	0	0	atSpiritBase	-12	0																																																								-1	4294901758		0			Any	Any				1	0	7	1	41472000	1	0	1
794	NPC战斗技能_DEBUFF_一次属性_根骨_30	35	None	Normal	Body	0	794	0	Invalid	3	3	0	1	1	480	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	None	Any	Any	Any	0		0	0	0	atSpiritBase	-18	0																																																								-1	4294901758		0			Any	Any				1	0	7	1	41472000	1	0	1
794	NPC战斗技能_DEBUFF_一次属性_根骨_30	35	None	Normal	Body	0	794	0	Invalid	4	4	0	1	1	480	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	None	Any	Any	Any	0		0	0	0	atSpiritBase	-26	0																																																								-1	4294901758		0			Any	Any				1	0	7	1	41472000	1	0	1
794	NPC战斗技能_DEBUFF_一次属性_根骨_30	35	None	Normal	Body	0	794	0	Invalid	5	5	0	1	1	480	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	None	Any	Any	Any	0		0	0	0	atSpiritBase	-34	0																																																								-1	4294901758		0			Any	Any				1	0	7	1	41472000	1	0	1
794	NPC战斗技能_DEBUFF_一次属性_根骨_30	35	None	Normal	Body	0	794	0	Invalid	6	6	0	1	1	480	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	None	Any	Any	Any	0		0	0	0	atSpiritBase	-46	0																																																								-1	4294901758		0			Any	Any				1	0	7	1	41472000	1	0	1
794	NPC战斗技能_DEBUFF_一次属性_根骨_30	35	None	Normal	Body	0	794	0	Invalid	7	7	0	1	1	480	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	None	Any	Any	Any	0		0	0	0	atSpiritBase	-56	0																																																								-1	4294901758		0			Any	Any				1	0	7	1	41472000	1	0	1
794	NPC战斗技能_DEBUFF_一次属性_根骨_30	35	None	Normal	Body	0	794	0	Invalid	8	8	0	1	1	480	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	None	Any	Any	Any	0		0	0	0	atSpiritBase	-64	0																																																								-1	4294901758		0			Any	Any				1	0	7	1	41472000	1	0	1
794	NPC战斗技能_DEBUFF_一次属性_根骨_30	35	None	Normal	Body	0	794	0	Invalid	9	9	0	1	1	480	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	None	Any	Any	Any	0		0	0	0	atSpiritBase	-74	0																																																								-1	4294901758		0			Any	Any				1	0	7	1	41472000	1	0	1
794	NPC战斗技能_DEBUFF_一次属性_根骨_30	35	None	Normal	Body	0	794	0	Invalid	10	10	0	1	1	480	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	None	Any	Any	Any	0		0	0	0	atSpiritBase	-84	0																																																								-1	4294901758		0			Any	Any				1	0	7	1	41472000	1	0	1
794	NPC战斗技能_DEBUFF_一次属性_根骨_30	35	None	Normal	Body	0	794	0	Invalid	11	11	0	1	1	480	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	None	Any	Any	Any	0		0	0	0	atSpiritBase	-92	0																																																								-1	4294901758		0			Any	Any				1	0	7	1	41472000	1	0	1
794	NPC战斗技能_DEBUFF_一次属性_根骨_30	35	None	Normal	Body	0	794	0	Invalid	12	12	0	1	1	480	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	None	Any	Any	Any	0		0	0	0	atSpiritBase	-102	0																																																								-1	4294901758		0			Any	Any				1	0	7	1	41472000	1	0	1
794	NPC战斗技能_DEBUFF_一次属性_根骨_30	35	None	Normal	Body	0	794	0	Invalid	13	13	0	1	1	480	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	None	Any	Any	Any	0		0	0	0	atSpiritBase	-110	0																																																								-1	4294901758		0			Any	Any				1	0	7	1	41472000	1	0	1
794	NPC战斗技能_DEBUFF_一次属性_根骨_30	35	None	Normal	Body	0	794	0	Invalid	14	14	0	1	1	480	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	None	Any	Any	Any	0		0	0	0	atSpiritBase	-120	0																																																								-1	4294901758		0			Any	Any				1	0	7	1	41472000	1	0	1
794	NPC战斗技能_DEBUFF_一次属性_根骨_30	35	None	Normal	Body	0	794	0	Invalid	15	15	0	1	1	480	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	None	Any	Any	Any	0		0	0	0	atSpiritBase	-130	0																																																								-1	4294901758		0			Any	Any				1	0	7	1	41472000	1	0	1
794	NPC战斗技能_DEBUFF_一次属性_根骨_30	35	None	Normal	Body	0	794	0	Invalid	16	16	0	1	1	480	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	None	Any	Any	Any	0		0	0	0	atSpiritBase	-200	0																																																								-1	4294901758		0			Any	Any				1	0	7	1	41472000	1	0	1
794	NPC战斗技能_DEBUFF_一次属性_根骨_30	35	None	Normal	Body	0	794	0	Invalid	17	17	0	1	1	480	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	None	Any	Any	Any	0		0	0	0	atSpiritBase	-200	0																																																								-1	4294901758		0			Any	Any				1	0	7	1	41472000	1	0	1
794	NPC战斗技能_DEBUFF_一次属性_根骨_30	35	None	Normal	Body	0	794	0	Invalid	18	18	0	1	1	480	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	None	Any	Any	Any	0		0	0	0	atSpiritBase	-210	0																																																								-1	4294901758		0			Any	Any				1	0	7	1	41472000	1	0	1
794	NPC战斗技能_DEBUFF_一次属性_根骨_30	35	None	Normal	Body	0	794	0	Invalid	19	19	0	1	1	480	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	None	Any	Any	Any	0		0	0	0	atSpiritBase	-210	0																																																								-1	4294901758		0			Any	Any				1	0	7	1	41472000	1	0	1
794	NPC战斗技能_DEBUFF_一次属性_根骨_30	35	None	Normal	Body	0	794	0	Invalid	20	20	0	1	1	480	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	None	Any	Any	Any	0		0	0	0	atSpiritBase	-220	0																																																								-1	4294901758		0			Any	Any				1	0	7	1	41472000	1	0	1
794	NPC战斗技能_DEBUFF_一次属性_根骨_30	35	None	Normal	Body	0	794	0	Invalid	21	21	0	1	1	480	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	None	Any	Any	Any	0		0	0	0	atSpiritBase	-230	0																																																								-1	4294901758		0			Any	Any				1	0	7	1	41472000	1	0	1
794	NPC战斗技能_DEBUFF_一次属性_根骨_30	35	None	Normal	Body	0	794	0	Invalid	22	22	0	1	1	480	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	None	Any	Any	Any	0		0	0	0	atSpiritBase	-230	0																																																								-1	4294901758		0			Any	Any				1	0	7	1	41472000	1	0	1
794	NPC战斗技能_DEBUFF_一次属性_根骨_30	35	None	Normal	Body	0	794	0	Invalid	23	23	0	1	1	480	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	None	Any	Any	Any	0		0	0	0	atSpiritBase	-240	0																																																								-1	4294901758		0			Any	Any				1	0	7	1	41472000	1	0	1
794	NPC战斗技能_DEBUFF_一次属性_根骨_30	35	None	Normal	Body	0	794	0	Invalid	24	24	0	1	1	480	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	None	Any	Any	Any	0		0	0	0	atSpiritBase	-250	0																																																								-1	4294901758		0			Any	Any				1	0	7	1	41472000	1	0	1
794	NPC战斗技能_DEBUFF_一次属性_根骨_30	35	None	Normal	Body	0	794	0	Invalid	25	25	0	1	1	480	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	None	Any	Any	Any	0		0	0	0	atSpiritBase	-270	0																																																								-1	4294901758		0			Any	Any				1	0	7	1	41472000	1	0	1
794	NPC战斗技能_DEBUFF_一次属性_根骨_30	35	None	Normal	Body	0	794	0	Invalid	26	26	0	1	1	480	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	None	Any	Any	Any	0		0	0	0	atSpiritBase	-270	0																																																								-1	4294901758		0			Any	Any				1	0	7	1	41472000	1	0	1
794	NPC战斗技能_DEBUFF_一次属性_根骨_30	35	None	Normal	Body	0	794	0	Invalid	27	27	0	1	1	480	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	None	Any	Any	Any	0		0	0	0	atSpiritBase	-280	0																																																								-1	4294901758		0			Any	Any				1	0	7	1	41472000	1	0	1
794	NPC战斗技能_DEBUFF_一次属性_根骨_30	35	None	Normal	Body	0	794	0	Invalid	28	28	0	1	1	480	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	None	Any	Any	Any	0		0	0	0	atSpiritBase	-290	0																																																								-1	4294901758		0			Any	Any				1	0	7	1	41472000	1	0	1
794	NPC战斗技能_DEBUFF_一次属性_根骨_30	35	None	Normal	Body	0	794	0	Invalid	29	29	0	1	1	480	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	None	Any	Any	Any	0		0	0	0	atSpiritBase	-300	0																																																								-1	4294901758		0			Any	Any				1	0	7	1	41472000	1	0	1
794	NPC战斗技能_DEBUFF_一次属性_根骨_30	35	None	Normal	Body	0	794	0	Invalid	30	30	0	1	1	480	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	None	Any	Any	Any	0		0	0	0	atSpiritBase	-300	0																																																								-1	4294901758		0			Any	Any				1	0	7	1	41472000	1	0	1
794	NPC战斗技能_DEBUFF_一次属性_根骨_30	35	None	Normal	Body	0	794	0	Invalid	31	31	0	1	1	480	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	None	Any	Any	Any	0		0	0	0	atSpiritBase	-310	0																																																								-1	4294901758		0			Any	Any				1	0	7	1	41472000	1	0	1
794	NPC战斗技能_DEBUFF_一次属性_根骨_30	35	None	Normal	Body	0	794	0	Invalid	32	32	0	1	1	480	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	None	Any	Any	Any	0		0	0	0	atSpiritBase	-320	0																																																								-1	4294901758		0			Any	Any				1	0	7	1	41472000	1	0	1
794	NPC战斗技能_DEBUFF_一次属性_根骨_30	35	None	Normal	Body	0	794	0	Invalid	33	33	0	1	1	480	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	None	Any	Any	Any	0		0	0	0	atSpiritBase	-320	0																																																								-1	4294901758		0			Any	Any				1	0	7	1	41472000	1	0	1
794	NPC战斗技能_DEBUFF_一次属性_根骨_30	35	None	Normal	Body	0	794	0	Invalid	34	34	0	1	1	480	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	None	Any	Any	Any	0		0	0	0	atSpiritBase	-330	0																																																								-1	4294901758		0			Any	Any				1	0	7	1	41472000	1	0	1
794	NPC战斗技能_DEBUFF_一次属性_根骨_30	35	None	Normal	Body	0	794	0	Invalid	35	35	0	1	1	480	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	None	Any	Any	Any	0		0	0	0	atSpiritBase	-340	0																																																								-1	4294901758		0			Any	Any				1	0	7	1	41472000	1	0	1
794	NPC战斗技能_DEBUFF_一次属性_根骨_30	35	None	Normal	Body	0	794	0	Invalid	36	36	0	1	1	480	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	None	Any	Any	Any	0		0	0	0	atSpiritBase	-350	0																																																								-1	4294901758		0			Any	Any				1	0	7	1	41472000	1	0	1
794	NPC战斗技能_DEBUFF_一次属性_根骨_30	35	None	Normal	Body	0	794	0	Invalid	37	37	0	1	1	480	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	None	Any	Any	Any	0		0	0	0	atSpiritBase	-350	0																																																								-1	4294901758		0			Any	Any				1	0	7	1	41472000	1	0	1
794	NPC战斗技能_DEBUFF_一次属性_根骨_30	35	None	Normal	Body	0	794	0	Invalid	38	38	0	1	1	480	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	None	Any	Any	Any	0		0	0	0	atSpiritBase	-360	0																																																								-1	4294901758		0			Any	Any				1	0	7	1	41472000	1	0	1
794	NPC战斗技能_DEBUFF_一次属性_根骨_30	35	None	Normal	Body	0	794	0	Invalid	39	39	0	1	1	480	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	None	Any	Any	Any	0		0	0	0	atSpiritBase	-370	0																																																								-1	4294901758		0			Any	Any				1	0	7	1	41472000	1	0	1
